"Relevant similarity files"
"Correlation Jaccard Text-Real","null"
"Correlation Cosine Text-Real","null"
"Valid similarity files"
"Correlation Jaccard Text-Real","null"
"Correlation Cosine Text-Real","null"
"Relevant tasks files"
"Correlation #Test-Precision","null"
"Correlation #Test-Recall","null"
"Correlation #ITest-Precision","null"
"Correlation #ITest-Recall","null"
"Correlation #Test-F2","null"
"Correlation #ITest-F2","null"
"Correlation #Test-FP","null"
"Correlation #Test-FN","null"
"Correlation #ITest-FP","null"
"Correlation #ITest-FN","null"
"Relevant controller tasks files"
"Correlation #Test-Precision","null"
"Correlation #Test-Recall","null"
"Correlation #ITest-Precision","null"
"Correlation #ITest-Recall","null"
"Correlation #Test-F2","null"
"Correlation #ITest-F2","null"
"Correlation #Test-FP","null"
"Correlation #Test-FN","null"
"Correlation #ITest-FP","null"
"Correlation #ITest-FN","null"
"Valid tasks files"
"Correlation #Test-Precision","null"
"Correlation #Test-Recall","null"
"Correlation #ITest-Precision","null"
"Correlation #ITest-Recall","null"
"Correlation #Test-F2","null"
"Correlation #ITest-F2","null"
"Correlation #Test-FP","null"
"Correlation #Test-FN","null"
"Correlation #ITest-FP","null"
"Correlation #ITest-FN","null"
"Valid controller tasks files"
"Correlation #Test-Precision","null"
"Correlation #Test-Recall","null"
"Correlation #ITest-Precision","null"
"Correlation #ITest-Recall","null"
"Correlation #Test-F2","null"
"Correlation #ITest-F2","null"
"Correlation #Test-FP","null"
"Correlation #Test-FN","null"
"Correlation #ITest-FP","null"
"Correlation #ITest-FN","null"
